player_id,name,age,nationality,club,league,position,position_group,overall_rating,potential,market_value_eur,wage_eur,height_cm,weight_kg,preferred_foot,contract_years_left,international_reputation,skill_moves,weak_foot,pace,shooting,passing,dribbling,defending,physic,appearances,goals,assists,minutes_played
100096,Adam Reyes,21,Portugal,Inter Lazio,Serie Oro,RM,Midfielder,69,74,1664000.0,2400.0,188,72,Right,2,2,2,3,58,58,71,67,61,74,21,3,6,1300
100097,Dani Ferreira,20,Spain,Napoli Sud,Serie Oro,CDM,Midfielder,63,71,945000.0,1500.0,183,81,Right,5,1,2,2,65,64,64,70,51,72,38,4,6,3393
100098,Mamadou Costa,25,Ghana,Northgate United,Crown League,RB,Defender,77,82,3941000.0,4000.0,177,74,Right,4,1,3,4,72,58,69,67,78,81,19,0,3,948
100099,Eli Mensah,32,Denmark,Inter Lazio,Serie Oro,GK,Goalkeeper,71,71,857000.0,1000.0,191,69,Left,2,1,2,4,42,38,53,46,47,82,23,0,0,2022
100100,Ravi Diallo,29,Colombia,Atlético Sol,Continental A,LWB,Defender,73,76,1096000.0,1000.0,174,75,Left,4,1,3,4,55,57,66,65,78,70,29,1,2,1408
100101,Kai Vega,22,Senegal,Ironside AFC,Crown League,CAM,Midfielder,78,83,4220000.0,5200.0,175,82,Left,3,2,4,4,81,73,81,82,74,82,29,10,6,1422
100102,Omar Larsson,20,Denmark,Crystal Rovers,Crown League,CM,Midfielder,77,82,4114000.0,4100.0,180,70,Right,3,1,3,3,74,71,83,81,65,65,23,4,7,1265
100103,Andre Schmidt,20,Colombia,Eindhoven Volt,Eredivisie Pro,CM,Midfielder,76,77,2148000.0,2500.0,178,80,Right,3,2,4,4,67,65,88,82,66,82,32,8,9,1915
100104,Sven Moretti,22,Argentina,Monaco Rocher,Ligue Première,LM,Midfielder,77,85,4139000.0,6100.0,186,65,Right,5,2,3,3,62,67,81,83,78,75,21,4,4,1182
100105,Mateo Vega,25,Spain,Milano Nero,Serie Oro,RM,Midfielder,75,81,2620000.0,1600.0,180,69,Left,5,2,3,5,66,65,66,74,65,65,25,6,3,1336
100106,Victor Marin,24,Croatia,Schwarzwald SV,Bundesklasse,CM,Midfielder,75,79,2574000.0,3000.0,182,73,Right,4,2,3,4,68,55,77,71,56,67,16,12,2,1031
100107,Aleksandr Marchetti,30,Norway,Crystal Rovers,Crown League,ST,Forward,70,70,2161000.0,2800.0,180,73,Right,1,1,3,2,80,71,84,76,51,69,35,21,7,3022
100108,Eli Marin,33,Senegal,Milano Nero,Serie Oro,GK,Goalkeeper,75,76,713000.0,1000.0,194,65,Right,5,3,3,2,46,41,52,52,59,70,27,0,0,2427
100109,Kai Toure,16,Senegal,Real Montaña,Continental A,CAM,Midfielder,68,82,4216000.0,6100.0,178,83,Left,1,1,3,3,64,57,76,75,72,71,24,7,11,1231
100110,Joel Silva,24,Senegal,Napoli Sud,Serie Oro,RM,Midfielder,73,79,2656000.0,2500.0,174,83,Right,3,2,3,3,64,65,76,66,60,80,23,7,9,1658
100111,Sergio Mensah,27,Ghana,Roma Vera,Serie Oro,RM,Midfielder,67,71,798000.0,1000.0,183,70,Left,4,2,4,4,63,49,71,77,74,69,29,5,7,1413
100112,Pavel Vega,23,Nigeria,Paris Étoile,Ligue Première,LWB,Defender,87,91,9772000.0,9600.0,170,82,Right,1,1,3,3,78,53,88,81,99,81,10,1,1,491
100113,Andre Castro,22,Italy,Milano Nero,Serie Oro,RB,Defender,63,72,1461000.0,2200.0,173,85,Right,5,3,3,4,57,55,55,45,73,68,22,3,3,1499
100114,Hugo Park,28,Senegal,Amsterdam Lance,Eredivisie Pro,CF,Forward,78,81,4533000.0,3600.0,193,68,Right,2,1,3,2,84,82,86,77,56,74,22,15,4,1436
100115,Carlos Schmidt,25,Brazil,Inter Lazio,Serie Oro,RB,Defender,69,69,1241000.0,1900.0,185,74,Right,2,2,3,3,64,39,63,75,79,75,34,2,2,2957
100116,Bruno Andersen,27,Uruguay,Costa Azul,Continental A,CM,Midfielder,71,73,1850000.0,2800.0,171,82,Right,3,3,3,2,62,57,78,75,68,69,31,9,8,1586
100117,Rafael Larsson,28,Serbia,Rotterdam Haven,Eredivisie Pro,CDM,Midfielder,71,71,1386000.0,1300.0,180,76,Left,5,1,2,4,66,53,76,63,62,73,33,7,8,1811
100118,Andre Diallo,28,Japan,Groningen Noord,Eredivisie Pro,CM,Midfielder,62,63,763000.0,1000.0,180,72,Right,1,3,2,3,47,46,70,64,54,54,2,0,0,117
100119,Pavel Fischer,31,Argentina,Rhein Adler,Bundesklasse,CM,Midfielder,67,69,1040000.0,1100.0,167,75,Right,2,2,2,3,71,59,70,68,59,69,16,5,4,969
100120,Marco Bauer,19,Japan,Northgate United,Crown League,RW,Forward,67,76,2307000.0,3000.0,179,68,Right,3,1,3,3,60,67,62,69,48,55,10,4,2,895
100121,Nikola Diallo,26,Argentina,Olympia Verde,Continental A,RM,Midfielder,81,81,2268000.0,2200.0,180,73,Right,3,2,3,3,77,66,83,82,70,70,29,7,8,1914
100122,Marco Almeida,20,Netherlands,Sporting Lumen,Continental A,CAM,Midfielder,74,82,3475000.0,4900.0,169,70,Right,2,1,2,4,76,72,71,68,62,64,27,8,9,2020
100123,Diego Vega,27,Morocco,Lille Or,Ligue Première,LWB,Defender,69,70,1425000.0,1300.0,179,66,Right,3,1,2,3,58,41,54,53,68,62,18,1,1,956
100124,Victor Rossi,21,Argentina,Riverside FC,Crown League,LWB,Defender,71,75,1855000.0,1500.0,183,75,Right,4,2,3,3,63,45,67,55,80,72,31,3,4,2219
100125,Luca Sato,26,Argentina,Kings Park,Crown League,RWB,Defender,63,63,541000.0,1000.0,176,74,Right,5,1,3,3,51,35,51,55,67,66,28,3,2,2266
100126,Andre Park,24,USA,Marseille Bleu,Ligue Première,CM,Midfielder,75,78,2968000.0,2000.0,179,83,Right,4,1,1,3,75,70,83,81,73,72,18,5,9,1234
100127,Noah Marchetti,34,England,Crystal Rovers,Crown League,CF,Forward,70,70,1355000.0,1000.0,177,70,Right,1,2,2,3,67,77,53,77,54,69,17,7,3,843
100128,Hugo Diallo,24,Senegal,Hansa Nord,Bundesklasse,CM,Midfielder,80,83,2834000.0,1800.0,190,83,Right,3,1,2,3,75,65,89,78,76,77,25,11,4,1200
100129,Theo Moretti,24,Germany,Riverside FC,Crown League,CAM,Midfielder,75,76,2558000.0,3700.0,189,70,Right,1,1,1,3,64,67,81,83,73,72,27,4,8,1706
100130,Kenji Kovac,16,Argentina,Utrecht Dom,Eredivisie Pro,LWB,Defender,73,90,4596000.0,5100.0,174,71,Right,4,2,5,2,76,50,65,67,82,73,22,0,5,1801
100131,Aleksandr Moretti,29,Denmark,Northgate United,Crown League,RB,Defender,77,77,2827000.0,2100.0,179,79,Right,4,1,4,2,80,63,73,66,82,79,15,4,1,833
100132,Victor Sato,31,Uruguay,Schwarzwald SV,Bundesklasse,LM,Midfielder,67,67,1044000.0,1000.0,176,85,Left,2,2,2,3,70,56,75,65,58,59,13,2,1,930
100133,Sven Ferreira,22,Italy,Lille Or,Ligue Première,RW,Forward,65,71,1994000.0,2700.0,182,76,Right,1,2,3,3,71,68,49,64,53,61,37,15,6,1697
100134,Jonas Vega,21,England,Riverside FC,Crown League,LM,Midfielder,91,96,13057000.0,18700.0,182,74,Right,2,3,3,3,87,72,95,88,82,95,38,17,11,2680
100135,Pavel Novak,26,Belgium,Marseille Bleu,Ligue Première,LWB,Defender,66,66,676000.0,1000.0,168,82,Left,4,1,3,4,62,47,57,46,70,60,21,1,0,1254
100136,Jonas Okafor,22,Uruguay,Costa Azul,Continental A,CF,Forward,62,73,2346000.0,2100.0,191,75,Right,3,1,3,3,71,56,47,66,37,49,18,11,3,1043
100137,Diego Mensah,30,USA,Kings Park,Crown League,CF,Forward,69,71,1590000.0,2100.0,179,81,Right,1,1,3,1,69,74,58,80,49,67,12,7,2,907
100138,Carlos Kovac,20,USA,Hansa Nord,Bundesklasse,RB,Defender,70,74,1234000.0,1000.0,185,75,Right,3,4,2,3,66,48,71,58,71,71,38,2,2,2124
100139,Kai Diallo,32,South Korea,Ironside AFC,Crown League,LWB,Defender,76,76,1955000.0,3000.0,183,66,Left,2,1,3,3,73,55,65,69,81,79,24,2,2,1334
100140,Tariq Almeida,29,Denmark,Schwarzwald SV,Bundesklasse,LW,Forward,63,66,793000.0,1000.0,177,86,Right,4,2,4,2,63,76,63,61,34,63,18,9,2,1224
100141,Aaron Schmidt,26,Morocco,Paris Étoile,Ligue Première,CB,Defender,66,70,960000.0,1000.0,192,87,Right,5,2,4,2,53,48,65,55,61,63,21,1,1,1767
100142,Bruno Ferreira,23,Uruguay,Monaco Rocher,Ligue Première,RWB,Defender,74,77,3150000.0,4600.0,179,81,Right,5,3,3,3,70,51,69,62,63,77,27,3,4,2138
100143,Omar Vega,31,Netherlands,Northgate United,Crown League,CM,Midfielder,58,58,430000.0,1000.0,182,81,Right,1,2,2,4,59,62,63,59,58,61,38,6,11,2719
100144,Mamadou Almeida,20,Croatia,Torino Granata,Serie Oro,RB,Defender,57,60,390000.0,1000.0,176,82,Right,4,1,3,3,45,27,51,37,46,53,19,1,2,1651
100145,Hugo Schmidt,25,Senegal,Groningen Noord,Eredivisie Pro,GK,Goalkeeper,68,69,1174000.0,1800.0,189,77,Left,3,2,4,2,35,32,53,43,63,68,17,0,0,1338
100146,Victor Silva,31,Ghana,Schwarzwald SV,Bundesklasse,CDM,Midfielder,70,70,1018000.0,1100.0,178,83,Right,4,1,4,4,62,57,71,65,52,66,26,4,9,1966
100147,Rafael Sato,26,Spain,Ironside AFC,Crown League,RM,Midfielder,74,74,1921000.0,1400.0,180,77,Right,5,1,2,2,64,66,77,77,77,69,22,4,4,1757
100148,Yusuf Marchetti,26,Croatia,Inter Lazio,Serie Oro,RB,Defender,76,76,2188000.0,2100.0,186,70,Right,2,2,3,3,82,50,69,69,76,75,36,3,4,2596
